Restaurant ID,Restaurant Name,Address,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Rating text,Votes,Category,User_email,Reviews
6300002,Heat - Edsa Shangri-La,"Edsa Shangri-La, 1 Garden Way, Ortigas, Mandaluyong City","Seafood, Asian, Filipino, Indian",4000,Yes,No,4.4,Very Good,270,2,tyrion.lannister@gmail.com,A great touch.
6318506,Ooma,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","Japanese, Sushi",1500,No,No,4.9,Excellent,365,3,thejackieburkhart@gmail.com,Service was very prompt.
6318506,Ooma,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","Japanese, Sushi",1500,No,No,4.9,Excellent,365,3,aniket.bote98@gmail.com,Would not go back.
6318506,Ooma,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","Japanese, Sushi",1500,No,No,4.9,Excellent,365,3,eric_aka_luke@gmail.com,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
6318506,Ooma,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","Japanese, Sushi",1500,No,No,4.9,Excellent,365,3,akshara_gadwe@gmail.com,"I tried the Cape Cod ravoli, chicken, with cranberry...mmmm!"
6314302,Sambo Kojin,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","Japanese, Korean",1500,Yes,No,4.8,Excellent,229,4,cersie_thequeen@gmail.com,I was disgusted because I was pretty sure that was human hair.
6314302,Sambo Kojin,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","Japanese, Korean",1500,Yes,No,4.8,Excellent,229,4,aniket.bote98@gmail.com,I was shocked because no signs indicate cash only.
6314302,Sambo Kojin,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","Japanese, Korean",1500,Yes,No,4.8,Excellent,229,4,nairobi@gmail.com,Highly recommended.
6314302,Sambo Kojin,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","Japanese, Korean",1500,Yes,No,4.8,Excellent,229,4,steven_conspiracy@gmail.com,Waitress was a little slow in service.
6314302,Sambo Kojin,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","Japanese, Korean",1500,Yes,No,4.8,Excellent,229,4,nairobi@gmail.com,"This place is not worth your time, let alone Vegas."
18189371,Din Tai Fung,"Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Chinese,1000,No,No,4.4,Very Good,336,5,aniket.bote98@gmail.com,did not like at all.
18189371,Din Tai Fung,"Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Chinese,1000,No,No,4.4,Very Good,336,5,iamsmartkelso@gmail.com,The Burrittos Blah!
18189371,Din Tai Fung,"Ground Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City",Chinese,1000,No,No,4.4,Very Good,336,5,thomas.shelby@gmail.com,"The food, amazing."
6300781,Buffet 101,"Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City","Asian, European",2000,Yes,No,4.0,Very Good,520,5,american_fez@gmail.com,Service is also cute.
6300781,Buffet 101,"Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City","Asian, European",2000,Yes,No,4.0,Very Good,520,5,aniket.bote98@gmail.com,I could care less... The interior is just beautiful.
6300781,Buffet 101,"Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City","Asian, European",2000,Yes,No,4.0,Very Good,520,5,iamsmartkelso@gmail.com,So they performed.
6300781,Buffet 101,"Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City","Asian, European",2000,Yes,No,4.0,Very Good,520,5,nairobi@gmail.com,That's right....the red velvet cake.....ohhh this stuff is so good.
6301290,Vikings,"Building B, By The Bay, Seaside Boulevard, Mall of Asia Complex (MOA), Pasay City","Seafood, Filipino, Asian, European",2000,Yes,No,4.2,Very Good,677,6,tyrion.lannister@gmail.com,"This hole in the wall has great Mexican street tacos, and friendly staff."
6301290,Vikings,"Building B, By The Bay, Seaside Boulevard, Mall of Asia Complex (MOA), Pasay City","Seafood, Filipino, Asian, European",2000,Yes,No,4.2,Very Good,677,6,aniket.bote98@gmail.com,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed."
6301290,Vikings,"Building B, By The Bay, Seaside Boulevard, Mall of Asia Complex (MOA), Pasay City","Seafood, Filipino, Asian, European",2000,Yes,No,4.2,Very Good,677,6,denver@gmail.com,The worst was the salmon sashimi.
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,steven_conspiracy@gmail.com,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal."
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,thomas.shelby@gmail.com,This was like the final blow!
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,tokyo@gmail.com,I found this place by accident and I could not be happier.
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,denver@gmail.com,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere."
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,akshara_gadwe@gmail.com,"Overall, I like this place a lot."
6300010,Spiral - Sofitel Philippine Plaza Manila,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","European, Asian, Indian",6000,Yes,No,4.9,Excellent,621,3,thejackieburkhart@gmail.com,The only redeeming quality of the restaurant was that it was very inexpensive.
6314987,Locavore,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Filipino,1100,Yes,No,4.8,Excellent,532,4,eric_aka_luke@gmail.com,Ample portions and good prices.
6314987,Locavore,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Filipino,1100,Yes,No,4.8,Excellent,532,4,aniket.bote98@gmail.com,"Poor service, the waiter made me feel like I was stupid every time he came to the table."
6314987,Locavore,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Filipino,1100,Yes,No,4.8,Excellent,532,4,denver@gmail.com,My first visit to Hiro was a delight!
6309903,Silantro Fil-Mex,"75 East Capitol Drive, Kapitolyo, Pasig City","Filipino, Mexican",800,No,No,4.9,Excellent,1070,4,iamsmartkelso@gmail.com,Service sucks.
6309903,Silantro Fil-Mex,"75 East Capitol Drive, Kapitolyo, Pasig City","Filipino, Mexican",800,No,No,4.9,Excellent,1070,4,thomas.shelby@gmail.com,The shrimp tender and moist.
6309903,Silantro Fil-Mex,"75 East Capitol Drive, Kapitolyo, Pasig City","Filipino, Mexican",800,No,No,4.9,Excellent,1070,4,jon.snow@gmail.com,There is not a deal good enough that would drag me into that establishment again.
6309455,Mad Mark's Creamery & Good Eats,"23 East Capitol Drive, Kapitolyo, Pasig City","American, Ice Cream, Desserts",900,Yes,No,4.2,Very Good,488,1,thejackieburkhart@gmail.com,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.
6309455,Mad Mark's Creamery & Good Eats,"23 East Capitol Drive, Kapitolyo, Pasig City","American, Ice Cream, Desserts",900,Yes,No,4.2,Very Good,488,1,aniket.bote98@gmail.com,"On a positive note, our server was very attentive and provided great service."
6309455,Mad Mark's Creamery & Good Eats,"23 East Capitol Drive, Kapitolyo, Pasig City","American, Ice Cream, Desserts",900,Yes,No,4.2,Very Good,488,1,cersie_thequeen@gmail.com,"Frozen pucks of disgust, with some of the worst people behind the register."
6309455,Mad Mark's Creamery & Good Eats,"23 East Capitol Drive, Kapitolyo, Pasig City","American, Ice Cream, Desserts",900,Yes,No,4.2,Very Good,488,1,american_fez@gmail.com,The only thing I did like was the prime rib and dessert section.
6309455,Mad Mark's Creamery & Good Eats,"23 East Capitol Drive, Kapitolyo, Pasig City","American, Ice Cream, Desserts",900,Yes,No,4.2,Very Good,488,1,thomas.shelby@gmail.com,It's too bad the food is so damn generic.
6318433,Silantro Fil-Mex,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","Filipino, Mexican",800,No,No,4.8,Excellent,294,2,eric_aka_luke@gmail.com,"The burger is good beef, cooked just right."
6318433,Silantro Fil-Mex,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","Filipino, Mexican",800,No,No,4.8,Excellent,294,2,nairobi@gmail.com,If you want a sandwich just go to any Firehouse!!!!!
6318433,Silantro Fil-Mex,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","Filipino, Mexican",800,No,No,4.8,Excellent,294,2,tokyo@gmail.com,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing."
6310470,Guevarra's,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Filipino,1000,Yes,No,4.2,Very Good,458,3,steven_conspiracy@gmail.com,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.
6310470,Guevarra's,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Filipino,1000,Yes,No,4.2,Very Good,458,3,tyrion.lannister@gmail.com,He came running after us when he realized my husband had left his sunglasses on the table.
6310470,Guevarra's,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Filipino,1000,Yes,No,4.2,Very Good,458,3,akshara_gadwe@gmail.com,Their chow mein is so good!
6310470,Guevarra's,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Filipino,1000,Yes,No,4.2,Very Good,458,3,iamsmartkelso@gmail.com,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food."
6314605,Sodam Korean Restaurant,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Korean,700,No,No,4.3,Very Good,223,4,thomas.shelby@gmail.com,The portion was huge!
6314605,Sodam Korean Restaurant,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Korean,700,No,No,4.3,Very Good,223,4,iamsmartkelso@gmail.com,"Loved it...friendly servers, great food, wonderful and imaginative menu."
6314605,Sodam Korean Restaurant,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Korean,700,No,No,4.3,Very Good,223,4,american_fez@gmail.com,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.
18185059,Cafe Arabelle,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","Cafe, American, Italian, Filipino",800,No,No,3.6,Good,29,5,thejackieburkhart@gmail.com,Not much seafood and like 5 strings of pasta at the bottom.
18185059,Cafe Arabelle,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","Cafe, American, Italian, Filipino",800,No,No,3.6,Good,29,5,thomas.shelby@gmail.com,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked."
18185059,Cafe Arabelle,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","Cafe, American, Italian, Filipino",800,No,No,3.6,Good,29,5,steven_conspiracy@gmail.com,"The ripped banana was not only ripped, but petrified and tasteless."
18185059,Cafe Arabelle,"Ayala Mall, Solenad, Nuvali, Santa Rosa - Tagaytay Road, Don Jose, Santa Rosa","Cafe, American, Italian, Filipino",800,No,No,3.6,Good,29,5,aniket.bote98@gmail.com,At least think to refill my water before I struggle to wave you over for 10 minutes.
18182702,Nonna's Pasta & Pizzeria,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Italian, Pizza",850,No,No,4.0,Very Good,72,6,cersie_thequeen@gmail.com,This place receives stars for their APPETIZERS!!!
18182702,Nonna's Pasta & Pizzeria,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Italian, Pizza",850,No,No,4.0,Very Good,72,6,denver@gmail.com,The cocktails are all handmade and delicious.
18182702,Nonna's Pasta & Pizzeria,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Italian, Pizza",850,No,No,4.0,Very Good,72,6,akshara_gadwe@gmail.com,We'd definitely go back here again.
18182702,Nonna's Pasta & Pizzeria,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Italian, Pizza",850,No,No,4.0,Very Good,72,6,eric_aka_luke@gmail.com,We are so glad we found this place.
18182702,Nonna's Pasta & Pizzeria,"Ground Floor, Building G, Solenad 3, Nuvali, Don Jose, Santa Rosa","Italian, Pizza",850,No,No,4.0,Very Good,72,6,iamsmartkelso@gmail.com,"Great food and service, huge portions and they give a military discount."
6318213,Balay Dako,"Aguinaldo Highway, Tagaytay City",Filipino,1200,Yes,No,4.5,Excellent,211,2,denver@gmail.com,Always a great time at Dos Gringos!
6318213,Balay Dako,"Aguinaldo Highway, Tagaytay City",Filipino,1200,Yes,No,4.5,Excellent,211,2,thomas.shelby@gmail.com,Update.....went back for a second time and it was still just as amazing
6318213,Balay Dako,"Aguinaldo Highway, Tagaytay City",Filipino,1200,Yes,No,4.5,Excellent,211,2,nairobi@gmail.com,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.
6318213,Balay Dako,"Aguinaldo Highway, Tagaytay City",Filipino,1200,Yes,No,4.5,Excellent,211,2,cersie_thequeen@gmail.com,A great way to finish a great.
18255654,Hobing Korean Dessert Cafe,"Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","Cafe, Korean, Desserts",600,No,No,4.5,Excellent,118,5,akshara_gadwe@gmail.com,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected."
18255654,Hobing Korean Dessert Cafe,"Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","Cafe, Korean, Desserts",600,No,No,4.5,Excellent,118,5,american_fez@gmail.com,The service was meh.
18255654,Hobing Korean Dessert Cafe,"Third Floor, BGC Stopover Pavillion, Rizal Drive Corner 31st Street, Bonifacio Global City, Taguig City","Cafe, Korean, Desserts",600,No,No,4.5,Excellent,118,5,iamsmartkelso@gmail.com,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk."
6308205,Wildflour Cafe + Bakery,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City","Cafe, Bakery, American, Italian",1500,Yes,No,4.4,Very Good,392,4,aniket.bote98@gmail.com,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense."
6308205,Wildflour Cafe + Bakery,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City","Cafe, Bakery, American, Italian",1500,Yes,No,4.4,Very Good,392,4,tyrion.lannister@gmail.com,The scallop dish is quite appalling for value as well.
6308205,Wildflour Cafe + Bakery,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City","Cafe, Bakery, American, Italian",1500,Yes,No,4.4,Very Good,392,4,thomas.shelby@gmail.com,2 times - Very Bad Customer Service !
6308205,Wildflour Cafe + Bakery,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City","Cafe, Bakery, American, Italian",1500,Yes,No,4.4,Very Good,392,4,steven_conspiracy@gmail.com,The sweet potato fries were very good and seasoned well.
6315438,NIU by Vikings,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","Seafood, American, Mediterranean, Japanese",3000,Yes,No,4.7,Excellent,535,6,thejackieburkhart@gmail.com,Today is the second time I've been to their lunch buffet and it was pretty good.
6315438,NIU by Vikings,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","Seafood, American, Mediterranean, Japanese",3000,Yes,No,4.7,Excellent,535,6,akshara_gadwe@gmail.com,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.
6315438,NIU by Vikings,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","Seafood, American, Mediterranean, Japanese",3000,Yes,No,4.7,Excellent,535,6,eric_aka_luke@gmail.com,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.
6315438,NIU by Vikings,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","Seafood, American, Mediterranean, Japanese",3000,Yes,No,4.7,Excellent,535,6,thomas.shelby@gmail.com,walked in and the place smelled like an old grease trap and only 2 others there eating.
6315438,NIU by Vikings,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","Seafood, American, Mediterranean, Japanese",3000,Yes,No,4.7,Excellent,535,6,nairobi@gmail.com,The turkey and roast beef were bland.
6310406,The Food Hall by Todd English,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","American, Asian, Italian, Seafood",1800,Yes,No,4.5,Excellent,618,1,aniket.bote98@gmail.com,This place has it!
6310406,The Food Hall by Todd English,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","American, Asian, Italian, Seafood",1800,Yes,No,4.5,Excellent,618,1,iamsmartkelso@gmail.com,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.
6310406,The Food Hall by Todd English,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","American, Asian, Italian, Seafood",1800,Yes,No,4.5,Excellent,618,1,thomas.shelby@gmail.com,I love the Pho and the spring rolls oh so yummy you have to try.
6310406,The Food Hall by Todd English,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","American, Asian, Italian, Seafood",1800,Yes,No,4.5,Excellent,618,1,cersie_thequeen@gmail.com,The poor batter to meat ratio made the chicken tenders very unsatisfying.
6600681,Chez Michou,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Brasí_lia","Fast Food, French",55,No,No,3.0,Average,6,1,akshara_gadwe@gmail.com,All I have to say is the food was amazing!!!
6601005,Cafí© Daniel Briand,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasí_lia",Cafe,30,No,No,3.8,Good,9,2,denver@gmail.com,Omelets are to die for!
6601005,Cafí© Daniel Briand,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasí_lia",Cafe,30,No,No,3.8,Good,9,2,thomas.shelby@gmail.com,Everything was fresh and delicious!
6601005,Cafí© Daniel Briand,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasí_lia",Cafe,30,No,No,3.8,Good,9,2,thejackieburkhart@gmail.com,"In summary, this was a largely disappointing dining experience."
6600292,Casa do Biscoito Mineiro,"SCLN 210, Bloco D, Loja 36/48, Asa Norte, Brasí_lia",Bakery,45,No,No,3.7,Good,11,3,akshara_gadwe@gmail.com,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party."
6600292,Casa do Biscoito Mineiro,"SCLN 210, Bloco D, Loja 36/48, Asa Norte, Brasí_lia",Bakery,45,No,No,3.7,Good,11,3,american_fez@gmail.com,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!"
6600441,Maori,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",Brazilian,60,No,No,3.8,Good,11,4,steven_conspiracy@gmail.com,Best breakfast buffet!!!
6600441,Maori,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",Brazilian,60,No,No,3.8,Good,11,4,aniket.bote98@gmail.com,say bye bye to your tip lady!
6600441,Maori,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",Brazilian,60,No,No,3.8,Good,11,4,nairobi@gmail.com,We'll never go again.
6600970,Pizza íæ Bessa,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",Pizza,50,No,No,3.2,Average,11,5,thomas.shelby@gmail.com,Will be back again!
6600970,Pizza íæ Bessa,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",Pizza,50,No,No,3.2,Average,11,5,eric_aka_luke@gmail.com,Food arrived quickly!
6600970,Pizza íæ Bessa,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",Pizza,50,No,No,3.2,Average,11,5,akshara_gadwe@gmail.com,It was not good.
6600379,Sushi Loko,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",Japanese,80,No,No,3.1,Average,10,2,tyrion.lannister@gmail.com,"On the up side, their cafe serves really good food."
6600379,Sushi Loko,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",Japanese,80,No,No,3.1,Average,10,2,thejackieburkhart@gmail.com,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!"
6600379,Sushi Loko,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",Japanese,80,No,No,3.1,Average,10,2,american_fez@gmail.com,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming."
6600214,Beirute,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Brasí_lia",Arabian,90,No,No,3.7,Good,8,3,denver@gmail.com,"Best Buffet in town, for the price you cannot beat it."
6600214,Beirute,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Brasí_lia",Arabian,90,No,No,3.7,Good,8,3,nairobi@gmail.com,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious."
6601218,New Koto,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",Japanese,200,No,No,3.7,Good,5,6,cersie_thequeen@gmail.com,This is one of the better buffets that I have been to.
6601218,New Koto,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",Japanese,200,No,No,3.7,Good,5,6,iamsmartkelso@gmail.com,So we went to Tigerlilly and had a fantastic afternoon!
6601218,New Koto,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",Japanese,200,No,No,3.7,Good,5,6,akshara_gadwe@gmail.com,"The food was delicious, our bartender was attentive and personable AND we got a great deal!"
6600060,Sandubas Cafí©,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia","Brazilian, Cafe",30,No,No,0.0,Not rated,2,6,iamsmartkelso@gmail.com,The ambience is wonderful and there is music playing.
6600060,Sandubas Cafí©,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia","Brazilian, Cafe",30,No,No,0.0,Not rated,2,6,steven_conspiracy@gmail.com,Will go back next trip out.
6600083,Villa Tevere,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",Italian,150,No,No,4.1,Very Good,12,6,aniket.bote98@gmail.com,Sooooo good!!
6600083,Villa Tevere,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",Italian,150,No,No,4.1,Very Good,12,6,eric_aka_luke@gmail.com,"REAL sushi lovers, let's be honest - Yama is not that good."
6601515,Rovereto,"Rua 13 Norte, Lote 4, í�guas Claras, Brasí_lia",Pizza,100,No,No,3.1,Average,9,2,denver@gmail.com,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy."
6601515,Rovereto,"Rua 13 Norte, Lote 4, í�guas Claras, Brasí_lia",Pizza,100,No,No,3.1,Average,9,2,cersie_thequeen@gmail.com,This is a really fantastic Thai restaurant which is definitely worth a visit.
6601361,Buena Carne,"Avenida Araucíçrias, 1325, Loja 19, í�guas Claras, Brasí_lia","Bar Food, Brazilian",60,No,No,3.6,Good,9,1,akshara_gadwe@gmail.com,"Nice, spicy and tender."
6601361,Buena Carne,"Avenida Araucíçrias, 1325, Loja 19, í�guas Claras, Brasí_lia","Bar Food, Brazilian",60,No,No,3.6,Good,9,1,thejackieburkhart@gmail.com,Good prices.
6601361,Buena Carne,"Avenida Araucíçrias, 1325, Loja 19, í�guas Claras, Brasí_lia","Bar Food, Brazilian",60,No,No,3.6,Good,9,1,nairobi@gmail.com,Check it out.
6601602,Taco Pep,"Vila Malls, Avenida das Castanheiras, Lote 1060, í€guas Claras, Brasí_lia","Mexican, Grill",100,No,No,4.3,Very Good,29,4,tyrion.lannister@gmail.com,It was pretty gross!
6601602,Taco Pep,"Vila Malls, Avenida das Castanheiras, Lote 1060, í€guas Claras, Brasí_lia","Mexican, Grill",100,No,No,4.3,Very Good,29,4,american_fez@gmail.com,I've had better atmosphere.
6601602,Taco Pep,"Vila Malls, Avenida das Castanheiras, Lote 1060, í€guas Claras, Brasí_lia","Mexican, Grill",100,No,No,4.3,Very Good,29,4,thejackieburkhart@gmail.com,Kind of hard to mess up a steak but they did.
